================================================================================
Model: M1
Layer: 30
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  wore                          -0.1960
    2    128  旅游                            -0.1861
    3    128  摔                             -0.2044
    4    128  (bool                         -0.1678
    5    128  traders                       +0.1690
    6    128  oge                           -0.1641
    7    128  一手                            +0.1697
    8    128  破裂                            +0.1614
    9    128  .apache                       +0.1706
   10    128  魔法                            -0.1639
   11    128  cavities                      +0.1575
   12    128  GH                            +0.1866
   13    128  SG                            -0.1568
   14    128  scientific                    -0.1558
   15    128  catastrophic                  +0.1689
   16    128  感悟                            -0.1540
   17    128  でき                            -0.1529
   18    128  GR                            -0.1635
   19    128  Acc                           +0.1504
   20    128  Qt                            -0.1725
   21    128  思考                            -0.1658
   22    128  Some                          -0.1573
   23    128  Liz                           -0.1558
   24    128  Ar                            -0.1824
   25    128  Death                         +0.1481
   26    128  阻塞                            +0.1612
   27    128  Parse                         +0.1545
   28    128  空隙                            -0.1519
   29    128  WR                            -0.1595
   30    128  ([                            -0.1588
   31    128  WH                            -0.1649
   32    128  sec                           +0.1527
   33    128  Singh                         +0.1635
   34    128  你不能                           -0.1464
   35    128  灯火                            -0.1514
   36    128  技术创新                          -0.1440
   37    128  ulsion                        -0.1615
   38    127  regulatory                    -0.1448
   39    127  ([↵                           -0.1551
   40    127  ус                            +0.1511
   41    127  Wer                           -0.1556
   42    126  {                             +0.1529
   43    126  Sun                           -0.1565
   44    126  GB                            -0.1464
   45    126  ((                            +0.1509
   46    125  questions                     +0.1577
   47    125  wearing                       +0.1564
   48    125  _resource                     +0.1536
   49    125  Fol                           +0.1470
   50    124  직                             +0.1474
   51    124  beg                           -0.1476
   52    123  坠                             -0.1463
   53    122  (w                            -0.1429
   54    122  rich                          +0.1438
   55    122  一刀                            -0.1417
   56    122  XB                            +0.1535
   57    121  Ма                            -0.1400
   58    121  寇                             +0.1491
   59    121  善                             +0.1497
   60    120  WB                            -0.1532
