================================================================================
Model: M3
Layer: 41
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  де                            -0.2211
    2    128  公示                            -0.2096
    3    128  snap                          +0.1963
    4    128  enhanced                      +0.1968
    5    128  47                            -0.2001
    6    128  促进                            +0.1938
    7    128  enhance                       +0.1915
    8    128  418                           -0.1881
    9    128  570                           -0.1882
   10    128  Seattle                       -0.1821
   11    128  Aurora                        -0.1806
   12    128  461                           +0.1841
   13    128  Create                        +0.1833
   14    128  凌晨                            +0.1794
   15    128  Thanksgiving                  +0.1972
   16    128  �                             -0.1815
   17    128  互联网                           +0.1808
   18    128  301                           -0.1740
   19    128  _X                            +0.1748
   20    128  美联储                           +0.1705
   21    128  Atlanta                       +0.1707
   22    128  全民                            +0.1797
   23    128  predominantly                 -0.1711
   24    128  к                             -0.1853
   25    128  creat                         -0.1644
   26    128  created                       -0.1658
   27    128  Hawaii                        +0.1649
   28    128  Create                        -0.1720
   29    128  elevated                      +0.1682
   30    128  facilities                    -0.1640
   31    128  姓                             +0.1658
   32    128  秃                             +0.1682
   33    128  构建                            +0.1633
   34    128  owi                           -0.1618
   35    128  通常                            -0.1663
   36    128  美洲                            -0.1664
   37    128  turkey                        +0.1625
   38    128  422                           +0.1622
   39    128  957                           +0.1634
   40    128  excessively                   +0.1594
   41    128  有利于                           +0.1572
   42    128  的最佳                           -0.1612
   43    128  Baltimore                     +0.1582
   44    128  inflated                      +0.1609
   45    128  Brazilian                     -0.1583
   46    128  融合                            -0.1623
   47    128  Tennessee                     +0.1566
   48    128  }_{                           +0.1592
   49    128  Memory                        -0.1579
   50    128  Calgary                       +0.1578
   51    128  warranted                     +0.1552
   52    128  hosted                        -0.1519
   53    128  干燥                            -0.1527
   54    128  韩国                            +0.1503
   55    127  _create                       -0.1646
   56    127  Neural                        +0.1671
   57    127  Austrian                      -0.1629
   58    127  Brent                         +0.1606
   59    127  \mbox                         +0.1561
   60    127  Arkansas                      +0.1570
