================================================================================
Model: M1
Layer: 36
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  追                             -0.1863
    2    128  的面                            -0.1703
    3    128  Rem                           +0.1701
    4    128  遂                             +0.1700
    5    128  依靠                            +0.1698
    6    128  Ret                           -0.1690
    7    128  Ten                           -0.1674
    8    128  top                           +0.1676
    9    128  拉着                            -0.1655
   10    128  窗口                            -0.1608
   11    128  合约                            -0.1621
   12    128  barely                        -0.1613
   13    128  VALID                         +0.1589
   14    128  ード                            -0.1591
   15    128  商                             +0.1621
   16    128  Long                          -0.1593
   17    128  (lst                          +0.1546
   18    128  skew                          -0.1561
   19    128  manera                        +0.1521
   20    128  (:                            +0.1524
   21    128  Ю                             -0.1572
   22    128  公告                            -0.1613
   23    128  .String                       -0.1524
   24    128  De                            +0.1538
   25    128  !                             +0.1538
   26    128  276                           +0.1575
   27    128  woke                          +0.1548
   28    128  [str                          +0.1540
   29    128  ialog                         -0.1531
   30    128  NE                            +0.1525
   31    128  060                           -0.1547
   32    128  WE                            +0.1509
   33    128  颜值                            -0.1534
   34    128  共同                            +0.1515
   35    128  gameplay                      +0.1532
   36    128  ^{-                           -0.1529
   37    128  [:,                           -0.1523
   38    128  any                           -0.1545
   39    128  multicolumn                   +0.1509
   40    128  Hal                           +0.1462
   41    128  conform                       -0.1489
   42    128  iram                          +0.1478
   43    128  ि�                            -0.1451
   44    128  والأ                          +0.1488
   45    128  single                        +0.1463
   46    128  圈子                            +0.1441
   47    128  N                             +0.1460
   48    128  Som                           +0.1463
   49    128  formato                       +0.1446
   50    128  initial                       -0.1475
   51    128  云南                            -0.1456
   52    128  разно                         -0.1444
   53    128  无论如何                          +0.1462
   54    128  \({}^{                        -0.1465
   55    128  平衡                            -0.1469
   56    128  规范化                           -0.1441
   57    128  ourse                         +0.1451
   58    128  �                             +0.1438
   59    128  北京                            -0.1449
   60    128  aml                           +0.1423
