================================================================================
Model: M1
Layer: 47
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  abil                          -0.1923
    2    128  题材                            +0.1874
    3    128  大门                            -0.1732
    4    128  .pl                           -0.1734
    5    128  追                             +0.1722
    6    128  僧                             -0.1669
    7    128  彩虹                            +0.1670
    8    128  Defense                       -0.1611
    9    128  (h                            +0.1602
   10    128  stove                         +0.1598
   11    128  做到                            -0.1584
   12    128  CAT                           -0.1623
   13    128  ether                         +0.1592
   14    128  改为                            -0.1612
   15    128  рованный                      +0.1575
   16    128  wk                            -0.1568
   17    128  jb                            +0.1582
   18    128  抒                             +0.1549
   19    128  compact                       -0.1588
   20    128  Databases                     -0.1567
   21    128  生物                            +0.1574
   22    128  秃                             +0.1543
   23    128  Fold                          +0.1577
   24    128  Ju                            +0.1545
   25    128  stocks                        +0.1544
   26    128  .es                           +0.1537
   27    128  .sql                          -0.1561
   28    128  defence                       -0.1520
   29    128  保證                            -0.1516
   30    128  'il                           +0.1506
   31    128  .al                           -0.1477
   32    128  演练                            +0.1486
   33    128  Amer                          +0.1473
   34    128  broad                         -0.1486
   35    128  塔                             -0.1499
   36    128  Douglass                      +0.1477
   37    128  defense                       +0.1480
   38    128  _task                         -0.1480
   39    128  dumb                          +0.1498
   40    128  minimal                       +0.1464
   41    128  Bradford                      +0.1458
   42    128  听着                            +0.1454
   43    128  厨房                            -0.1455
   44    128  овый                          -0.1438
   45    128  forests                       -0.1449
   46    128  .il                           -0.1476
   47    128  lying                         +0.1450
   48    128  cdots                         +0.1448
   49    128  kb                            +0.1449
   50    128  וד                            -0.1485
   51    128  oa                            -0.1428
   52    128  Noun                          -0.1434
   53    128  Fun                           +0.1436
   54    128  defendants                    -0.1441
   55    128  #51022                        -0.1427
   56    128  .index                        -0.1425
   57    128  ক্ত                           +0.1423
   58    128  沙滩                            +0.1418
   59    128  SH                            -0.1425
   60    128  Critics                       -0.1426
