================================================================================
Model: M1
Layer: 55
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  各类                            -0.1868
    2    128  _POSTSUPERSCRIPT              +0.1828
    3    128  垃圾                            -0.1818
    4    128  yang                          +0.1792
    5    128  595                           +0.1724
    6    128  instability                   +0.1718
    7    128  vie                           -0.1699
    8    128  节能                            +0.1706
    9    128  widespread                    -0.1711
   10    128  铺                             -0.1741
   11    128  生态                            +0.1656
   12    128  382                           -0.1620
   13    128  ва                            -0.1612
   14    128  レ                             -0.1647
   15    128  doi                           +0.1641
   16    128  雍                             +0.1577
   17    128  [id                           -0.1549
   18    128  "].                           -0.1582
   19    128  気                             +0.1544
   20    128  数据结构                          +0.1600
   21    128  filter                        -0.1552
   22    128  星空                            +0.1560
   23    128  ang                           -0.1510
   24    128  该                             +0.1537
   25    128  容器                            +0.1539
   26    128  府的                            -0.1538
   27    128  依然                            +0.1520
   28    128  Compute                       -0.1512
   29    128  deserves                      +0.1514
   30    128  ゲ                             +0.1507
   31    128  兼                             -0.1499
   32    128  Tip                           -0.1612
   33    128  .ToString                     -0.1489
   34    128  效率                            -0.1516
   35    128  zu                            +0.1551
   36    128  运营商                           -0.1501
   37    128  戚                             -0.1525
   38    128  Put                           -0.1510
   39    128  似的                            -0.1508
   40    128  accredited                    +0.1521
   41    128  seiner                        -0.1543
   42    128  优化                            -0.1510
   43    128  Elect                         -0.1512
   44    128  tied                          +0.1479
   45    128  zur                           -0.1520
   46    128  集结                            -0.1469
   47    128  庙                             +0.1485
   48    128  383                           +0.1473
   49    128  autoc                         +0.1515
   50    128  .’’                           -0.1459
   51    128  尺                             +0.1509
   52    128  Commun                        -0.1464
   53    128  Flex                          -0.1437
   54    128  □□                            -0.1428
   55    128  373                           +0.1458
   56    128  manufacturing                 +0.1439
   57    127  缓缓                            -0.1448
   58    127  小学生                           -0.1466
   59    127  Solar                         +0.1412
   60    126  元件                            -0.1532
